name,team,team name,division,year,qualified
Ryan Lynch,ND,University of Notre Dame,1,2022,False
Ryan McLinskey,ND,University of Notre Dame,1,2022,False
Sammy Cooper,ND,University of Notre Dame,1,2022,False
Will Mercer,ND,University of Notre Dame,1,2022,False
Ben Smith,NDSU,North Dakota State University,1,2022,False
Cade Feeney,NDSU,North Dakota State University,1,2022,True
Caden Edwards,NDSU,North Dakota State University,1,2022,False
Evan Sankey,NDSU,North Dakota State University,1,2022,True
Hunter Koep,NDSU,North Dakota State University,1,2022,False
Jake Drew,NDSU,North Dakota State University,1,2022,False
Joey Danielson,NDSU,North Dakota State University,1,2022,False
Max Loven,NDSU,North Dakota State University,1,2022,True
Reese Ligtenberg,NDSU,North Dakota State University,1,2022,False
Riley Johnson,NDSU,North Dakota State University,1,2022,False
Shea Zetterman,NDSU,North Dakota State University,1,2022,False
Skyler Riedinger,NDSU,North Dakota State University,1,2022,False
Tristen Roehrich,NDSU,North Dakota State University,1,2022,True
Wyatt Nelson,NDSU,North Dakota State University,1,2022,False
Brett Dunham,NE,Northeastern University,1,2022,False
Cam Schlittler,NE,Northeastern University,1,2022,True
Dennis Colleran,NE,Northeastern University,1,2022,False
Eric Yost,NE,Northeastern University,1,2022,True
Hayden Smith,NE,Northeastern University,1,2022,False
Jack Beauchesne,NE,Northeastern University,1,2022,False
Jake Gigliotti,NE,Northeastern University,1,2022,False
James Quinlivan,NE,Northeastern University,1,2022,False
Jordy Allard,NE,Northeastern University,1,2022,True
Matt Devlin,NE,Northeastern University,1,2022,False
Michael Gemma,NE,Northeastern University,1,2022,False
Nick Davis,NE,Northeastern University,1,2022,False
Owen Langan,NE,Northeastern University,1,2022,False
Sebastian Keane,NE,Northeastern University,1,2022,True
Thomas Balboni Jr.,NE,Northeastern University,1,2022,False
Wyatt Scotti,NE,Northeastern University,1,2022,True
Braxton Bragg,NEB,University of Nebraska–Lincoln,1,2022,False
CJ Hood,NEB,University of Nebraska–Lincoln,1,2022,False
Caleb Feekin,NEB,University of Nebraska–Lincoln,1,2022,False
Chandler Benson,NEB,University of Nebraska–Lincoln,1,2022,False
Colby Gomes,NEB,University of Nebraska–Lincoln,1,2022,False
Corbin Hawkins,NEB,University of Nebraska–Lincoln,1,2022,False
Dawson McCarville,NEB,University of Nebraska–Lincoln,1,2022,True
Drew Christo,NEB,University of Nebraska–Lincoln,1,2022,False
Emmett Olson,NEB,University of Nebraska–Lincoln,1,2022,True
Ethan Bradford,NEB,University of Nebraska–Lincoln,1,2022,False
Jackson Brockett,NEB,University of Nebraska–Lincoln,1,2022,False
Jake Bunz,NEB,University of Nebraska–Lincoln,1,2022,False
Jaxon Jelkin,NEB,University of Nebraska–Lincoln,1,2022,False
Koty Frank,NEB,University of Nebraska–Lincoln,1,2022,True
Kyle Perry,NEB,University of Nebraska–Lincoln,1,2022,False
Mason Ornelas,NEB,University of Nebraska–Lincoln,1,2022,False
Quinn Mason,NEB,University of Nebraska–Lincoln,1,2022,False
Shay Schanaman,NEB,University of Nebraska–Lincoln,1,2022,True
Tyler Martin,NEB,University of Nebraska–Lincoln,1,2022,False
Will Walsh,NEB,University of Nebraska–Lincoln,1,2022,False
Alejandro Murillo,NEV,"University of Nevada, Reno",1,2022,False
Boon Fay,NEV,"University of Nevada, Reno",1,2022,False
Cam Walty,NEV,"University of Nevada, Reno",1,2022,True
Carson Case,NEV,"University of Nevada, Reno",1,2022,False
Casey Burfield,NEV,"University of Nevada, Reno",1,2022,True
Jacob Biesterfeld,NEV,"University of Nevada, Reno",1,2022,False
Jake Gebb,NEV,"University of Nevada, Reno",1,2022,False
Jordan Jackson,NEV,"University of Nevada, Reno",1,2022,False
Joshua Romero,NEV,"University of Nevada, Reno",1,2022,False
Kade Morris,NEV,"University of Nevada, Reno",1,2022,True
Nate Rohlicek,NEV,"University of Nevada, Reno",1,2022,False
Nathan Maas,NEV,"University of Nevada, Reno",1,2022,False
Peyton Stumbo,NEV,"University of Nevada, Reno",1,2022,True
Russell Hicks,NEV,"University of Nevada, Reno",1,2022,False
Tyler Cochran,NEV,"University of Nevada, Reno",1,2022,False
Ben Erwin,NIA,Niagara University,1,2022,False
Blake MacMillan,NIA,Niagara University,1,2022,False
Chaz DeLuca,NIA,Niagara University,1,2022,False
Drew Patton,NIA,Niagara University,1,2022,False
Evan Wilde,NIA,Niagara University,1,2022,True
Gavin Krawiec,NIA,Niagara University,1,2022,False
Jacob Bruning,NIA,Niagara University,1,2022,True
Kyle Smyth,NIA,Niagara University,1,2022,False
Liam Reynolds,NIA,Niagara University,1,2022,False
Marcus Cashman,NIA,Niagara University,1,2022,True
Marty Cole,NIA,Niagara University,1,2022,False
Max Giordano,NIA,Niagara University,1,2022,False
Myles Pallister,NIA,Niagara University,1,2022,False
Nick Veselinovic,NIA,Niagara University,1,2022,False
Steven Hospital,NIA,Niagara University,1,2022,False
Tommy Bednarski,NIA,Niagara University,1,2022,False
Tyler Prospero,NIA,Niagara University,1,2022,False
Zac Laird,NIA,Niagara University,1,2022,False
Zach Cameron,NIA,Niagara University,1,2022,False
Bradley Ely,NICH,Nicholls State University,1,2022,False
Brandon Andrews,NICH,Nicholls State University,1,2022,False
Cade Evans,NICH,Nicholls State University,1,2022,False
Chase Gearing,NICH,Nicholls State University,1,2022,True
David Vial Jr.,NICH,Nicholls State University,1,2022,False
Devin Desandro,NICH,Nicholls State University,1,2022,True
Dylan Bergeron,NICH,Nicholls State University,1,2022,False
Evan Keith,NICH,Nicholls State University,1,2022,False
Gavin Galy,NICH,Nicholls State University,1,2022,False
Jayden Martinez,NICH,Nicholls State University,1,2022,False
Josh Mancuso,NICH,Nicholls State University,1,2022,False
Luke Barbier,NICH,Nicholls State University,1,2022,False
Mason Turner,NICH,Nicholls State University,1,2022,False
Nick Heckman,NICH,Nicholls State University,1,2022,True
Nick Hill,NICH,Nicholls State University,1,2022,False
Nico Saltaformaggio,NICH,Nicholls State University,1,2022,True
Tyler Theriot,NICH,Nicholls State University,1,2022,True
Caleb Pittman,NIU,University of Northern Illinois,1,2022,False
Conner Lutes,NIU,University of Northern Illinois,1,2022,False
Connor Langreder,NIU,University of Northern Illinois,1,2022,False
Drew Hasson,NIU,University of Northern Illinois,1,2022,False
Erik Hedmark,NIU,University of Northern Illinois,1,2022,False
Jack McNeil,NIU,University of Northern Illinois,1,2022,False
Kyle Seebach,NIU,University of Northern Illinois,1,2022,True
Mason Ruh,NIU,University of Northern Illinois,1,2022,False
Matt Salomonson,NIU,University of Northern Illinois,1,2022,False
Michael Lasiewicz,NIU,University of Northern Illinois,1,2022,True
Nick Bonk,NIU,University of Northern Illinois,1,2022,False
RJ Nowicki,NIU,University of Northern Illinois,1,2022,False
Reagan Klawiter,NIU,University of Northern Illinois,1,2022,True
Sam Pederson,NIU,University of Northern Illinois,1,2022,False
Tommy Meyer,NIU,University of Northern Illinois,1,2022,False
Aaron Park,NJIT,New Jersey Institute of Technology,1,2022,False
Aidan Kidd,NJIT,New Jersey Institute of Technology,1,2022,False
Alex DiBona,NJIT,New Jersey Institute of Technology,1,2022,False
Andrew Eppinger,NJIT,New Jersey Institute of Technology,1,2022,False
Croix Jenkins,NJIT,New Jersey Institute of Technology,1,2022,False
Drew Standen,NJIT,New Jersey Institute of Technology,1,2022,False
Evan Gegeckas,NJIT,New Jersey Institute of Technology,1,2022,False
Grant Vurpillat,NJIT,New Jersey Institute of Technology,1,2022,True
Jake Fullerton,NJIT,New Jersey Institute of Technology,1,2022,False
Jake Rappaport,NJIT,New Jersey Institute of Technology,1,2022,True
Joe Georgini,NJIT,New Jersey Institute of Technology,1,2022,False
Joey Craska,NJIT,New Jersey Institute of Technology,1,2022,False
Ryan Fischer,NJIT,New Jersey Institute of Technology,1,2022,True
Tyler Cirone,NJIT,New Jersey Institute of Technology,1,2022,False
Andrew Mulhern,NKU,Northern Kentucky University,1,2022,False
Ben Gerl,NKU,Northern Kentucky University,1,2022,True
Blaine Walters,NKU,Northern Kentucky University,1,2022,False
Bryson Lonsbury,NKU,Northern Kentucky University,1,2022,True
Drew Switzer,NKU,Northern Kentucky University,1,2022,False
Kaden Echeman,NKU,Northern Kentucky University,1,2022,True
Kyle Klingenbeck,NKU,Northern Kentucky University,1,2022,True
Michael Bohlen,NKU,Northern Kentucky University,1,2022,False
Nick Noble,NKU,Northern Kentucky University,1,2022,False
Noah Richardson,NKU,Northern Kentucky University,1,2022,False
Noah Sackenheim,NKU,Northern Kentucky University,1,2022,False
Proctor Mercer,NKU,Northern Kentucky University,1,2022,False
TJ Graves,NKU,Northern Kentucky University,1,2022,False
Tyler Murphy,NKU,Northern Kentucky University,1,2022,False
Tyler Ollier,NKU,Northern Kentucky University,1,2022,False
Zach Haigis,NKU,Northern Kentucky University,1,2022,False
Alex Bustamante,NMSU,New Mexico State University,1,2022,False
Alexander Shadid,NMSU,New Mexico State University,1,2022,False
Brandon Dieter,NMSU,New Mexico State University,1,2022,False
Brandon Doty,NMSU,New Mexico State University,1,2022,False
Brendon Rodriguez,NMSU,New Mexico State University,1,2022,False
Cade Swenson,NMSU,New Mexico State University,1,2022,False
Cam Blazek,NMSU,New Mexico State University,1,2022,False
Frank Dickson IV,NMSU,New Mexico State University,1,2022,False
Hayden Johns,NMSU,New Mexico State University,1,2022,False
Ian Mejia,NMSU,New Mexico State University,1,2022,True
Josh Laukkanen,NMSU,New Mexico State University,1,2022,False
Kaden Palmer,NMSU,New Mexico State University,1,2022,False
Lyle Hibbitts,NMSU,New Mexico State University,1,2022,False
Mason Caperton,NMSU,New Mexico State University,1,2022,False
Noah Estrella,NMSU,New Mexico State University,1,2022,False
Pablo Cortes,NMSU,New Mexico State University,1,2022,True
Rorik Maltrud,NMSU,New Mexico State University,1,2022,False
Samy Natera Jr.,NMSU,New Mexico State University,1,2022,False
Dalton Barham,NORF,Norfolk State University,1,2022,True
Dylan Flint,NORF,Norfolk State University,1,2022,False
Jackson Sanchez,NORF,Norfolk State University,1,2022,False
James Deloatch,NORF,Norfolk State University,1,2022,True
Justin Walton,NORF,Norfolk State University,1,2022,True
Matt Stanley,NORF,Norfolk State University,1,2022,False
Mike Pyers,NORF,Norfolk State University,1,2022,False
Noah Wiggins,NORF,Norfolk State University,1,2022,False
Nolan Manzer,NORF,Norfolk State University,1,2022,True
Steven Shaffer,NORF,Norfolk State University,1,2022,False
Tanner Brandon,NORF,Norfolk State University,1,2022,False
Zac Capps,NORF,Norfolk State University,1,2022,True
Chad Readey,NU,Northwestern University,1,2022,False
Coby Moe,NU,Northwestern University,1,2022,True
David Utagawa,NU,Northwestern University,1,2022,False
Evan Minarovic,NU,Northwestern University,1,2022,False
Grant Comstock,NU,Northwestern University,1,2022,True
Jack Dyke,NU,Northwestern University,1,2022,False
Jack Sauser,NU,Northwestern University,1,2022,False
Jacob Scharm,NU,Northwestern University,1,2022,False
Jay Beshears,NU,Northwestern University,1,2022,False
Kellen Pate,NU,Northwestern University,1,2022,False
Michael Farinelli,NU,Northwestern University,1,2022,True
Mike Doherty,NU,Northwestern University,1,2022,False
Parker Hanks,NU,Northwestern University,1,2022,False
Reed Smith,NU,Northwestern University,1,2022,False
Sean Sullivan,NU,Northwestern University,1,2022,True
Alex Makarewich,NWST,Northwestern State University,1,2022,False
Andrew Cossio,NWST,Northwestern State University,1,2022,False
Cal Carver,NWST,Northwestern State University,1,2022,True
Cameron Taylor,NWST,Northwestern State University,1,2022,False
Chase Prestwich,NWST,Northwestern State University,1,2022,False
Dawson Flowers,NWST,Northwestern State University,1,2022,False
Donovan Ohnoutka,NWST,Northwestern State University,1,2022,False
Drayton Brown,NWST,Northwestern State University,1,2022,True
Ethan Francis,NWST,Northwestern State University,1,2022,False
Grayson Gates,NWST,Northwestern State University,1,2022,False
Gus Collins,NWST,Northwestern State University,1,2022,False
Johnathan Harmon,NWST,Northwestern State University,1,2022,True
Josh Banes,NWST,Northwestern State University,1,2022,False
Ryan Olchoway,NWST,Northwestern State University,1,2022,False
Will Hine,NWST,Northwestern State University,1,2022,False
Aleksei Goldhill,OAK,Oakland University,1,2022,False
Aris Zimakas,OAK,Oakland University,1,2022,False
Ben Paugh,OAK,Oakland University,1,2022,False
Brandon Deans,OAK,Oakland University,1,2022,False
Brandon Decker,OAK,Oakland University,1,2022,True
Brandon Nigh,OAK,Oakland University,1,2022,False
Brett Hagen,OAK,Oakland University,1,2022,True
Bryce Konitzer,OAK,Oakland University,1,2022,False
Chas Sagedahl,OAK,Oakland University,1,2022,False
Chase Keeney,OAK,Oakland University,1,2022,False
Christian Stelling,OAK,Oakland University,1,2022,False
Cooper Donlin,OAK,Oakland University,1,2022,False
Hunter Pidek,OAK,Oakland University,1,2022,False
Jacob Wosinski,OAK,Oakland University,1,2022,True
Quinton Kujawa,OAK,Oakland University,1,2022,True
Seth Tucker,OAK,Oakland University,1,2022,False
Travis Densmore,OAK,Oakland University,1,2022,True
Blake Morgan,ODU,Old Dominion University,1,2022,True
Brad Dobzanski,ODU,Old Dominion University,1,2022,False
Brett Smith,ODU,Old Dominion University,1,2022,False
Connor Muly,ODU,Old Dominion University,1,2022,False
Henry Hersum,ODU,Old Dominion University,1,2022,False
Jacob Gomez,ODU,Old Dominion University,1,2022,True
Jason Hartline,ODU,Old Dominion University,1,2022,False
Joey DeChiaro,ODU,Old Dominion University,1,2022,False
John Keane,ODU,Old Dominion University,1,2022,False
Joseph Rodriguez,ODU,Old Dominion University,1,2022,False
Nick Pantos,ODU,Old Dominion University,1,2022,True
Noah Dean,ODU,Old Dominion University,1,2022,False
Pete Nielsen,ODU,Old Dominion University,1,2022,False
Sam Armstrong,ODU,Old Dominion University,1,2022,True
Tommy Gertner,ODU,Old Dominion University,1,2022,True
Trey Fisher,ODU,Old Dominion University,1,2022,False
Vincent Bashara,ODU,Old Dominion University,1,2022,False
Adam Beery,OHIO,Ohio University,1,2022,False
Brady Linkel,OHIO,Ohio University,1,2022,False
Braxton Kelly,OHIO,Ohio University,1,2022,True
Brenden Roder,OHIO,Ohio University,1,2022,True
Brett Manis,OHIO,Ohio University,1,2022,False
Chace Harris,OHIO,Ohio University,1,2022,False
Colin Sells,OHIO,Ohio University,1,2022,False
Eamon Horwedel,OHIO,Ohio University,1,2022,False
Edward Kutt IV,OHIO,Ohio University,1,2022,True
Hudson Boncal,OHIO,Ohio University,1,2022,True
Jack Liberatore,OHIO,Ohio University,1,2022,False
Jacob Tate,OHIO,Ohio University,1,2022,False
Luke Borer,OHIO,Ohio University,1,2022,False
Tyler Peck,OHIO,Ohio University,1,2022,False
Zach Weber,OHIO,Ohio University,1,2022,False
Bayden Root,OKST,Oklahoma State University,1,2022,False
Bryce Osmond,OKST,Oklahoma State University,1,2022,True
Colton Bowman,OKST,Oklahoma State University,1,2022,False
Dillon Marsh,OKST,Oklahoma State University,1,2022,False
Hueston Morrill,OKST,Oklahoma State University,1,2022,False
Jimmy Ramsey,OKST,Oklahoma State University,1,2022,False
Justin Campbell,OKST,Oklahoma State University,1,2022,True
Kale Davis,OKST,Oklahoma State University,1,2022,False
Landry Kyle,OKST,Oklahoma State University,1,2022,False
Mitchell Stone,OKST,Oklahoma State University,1,2022,False
Nolan McLean,OKST,Oklahoma State University,1,2022,False
Roman Phansalkar,OKST,Oklahoma State University,1,2022,True
Ryan Bogusz,OKST,Oklahoma State University,1,2022,False
Ryan Ure,OKST,Oklahoma State University,1,2022,False
Trevor Martin,OKST,Oklahoma State University,1,2022,False
Victor Mederos,OKST,Oklahoma State University,1,2022,True
Brady Posch,OMA,University of Nebraska at Omaha,1,2022,False
Caleb Riedel,OMA,University of Nebraska at Omaha,1,2022,True
Cam Fowler,OMA,University of Nebraska at Omaha,1,2022,False
Charlie Bell,OMA,University of Nebraska at Omaha,1,2022,True
Cooper Prososki,OMA,University of Nebraska at Omaha,1,2022,False
Drew Hmielewski,OMA,University of Nebraska at Omaha,1,2022,False
Easton Smith,OMA,University of Nebraska at Omaha,1,2022,False
Harrison Kreiling,OMA,University of Nebraska at Omaha,1,2022,False
Jackson Gordon,OMA,University of Nebraska at Omaha,1,2022,False
Jarrett Blunt,OMA,University of Nebraska at Omaha,1,2022,False
Joey Machado,OMA,University of Nebraska at Omaha,1,2022,True
Mark Timmins,OMA,University of Nebraska at Omaha,1,2022,True
Parker Weddle,OMA,University of Nebraska at Omaha,1,2022,False
Rece Snyder,OMA,University of Nebraska at Omaha,1,2022,False
Tanner Howe,OMA,University of Nebraska at Omaha,1,2022,False
Tanner Olmstead,OMA,University of Nebraska at Omaha,1,2022,False
Tyler Mattingley,OMA,University of Nebraska at Omaha,1,2022,False
Wyatt Sellers,OMA,University of Nebraska at Omaha,1,2022,False
Adam Maier,ORE,University of Oregon,1,2022,False
Andrew Mosiello,ORE,University of Oregon,1,2022,False
Caleb Sloan,ORE,University of Oregon,1,2022,False
Christian Ciuffetelli,ORE,University of Oregon,1,2022,False
Dylan Sabia,ORE,University of Oregon,1,2022,False
Isaac Ayon,ORE,University of Oregon,1,2022,True
Jace Stoffal,ORE,University of Oregon,1,2022,False
Jacob Hughes,ORE,University of Oregon,1,2022,False
Kolby Somers,ORE,University of Oregon,1,2022,False
Logan Mercado,ORE,University of Oregon,1,2022,False
Matt Dallas,ORE,University of Oregon,1,2022,False
R.J. Gordon,ORE,University of Oregon,1,2022,True
Rio Britton,ORE,University of Oregon,1,2022,False
Scott Ellis,ORE,University of Oregon,1,2022,False
Stone Churby,ORE,University of Oregon,1,2022,False
Tommy Brandenburg,ORE,University of Oregon,1,2022,False
AJ Lattery,ORST,Oregon State University,1,2022,False
Ben Ferrer,ORST,Oregon State University,1,2022,True
Braden Boisvert,ORST,Oregon State University,1,2022,False
Brock Townsend,ORST,Oregon State University,1,2022,False
Cooper Hjerpe,ORST,Oregon State University,1,2022,True
D.J. Carpenter,ORST,Oregon State University,1,2022,False
David Case,ORST,Oregon State University,1,2022,False
David Grewe,ORST,Oregon State University,1,2022,False
Ian Lawson,ORST,Oregon State University,1,2022,False
Jacob Kmatz,ORST,Oregon State University,1,2022,True
Jake Pfennigs,ORST,Oregon State University,1,2022,False
Jaren Hunter,ORST,Oregon State University,1,2022,True
Jayson Hibbard,ORST,Oregon State University,1,2022,False
Justin Thorsteinson,ORST,Oregon State University,1,2022,False
Mitchell Verburg,ORST,Oregon State University,1,2022,False
Reid Sebby,ORST,Oregon State University,1,2022,False
Ryan Brown,ORST,Oregon State University,1,2022,False
Victor Quinn,ORST,Oregon State University,1,2022,False
AJ Archambo,ORU,Oral Roberts University,1,2022,True
Andrew Davis,ORU,Oral Roberts University,1,2022,False
Andrew Roach,ORU,Oral Roberts University,1,2022,False
Bradan Pierce,ORU,Oral Roberts University,1,2022,False
Brett Gregory,ORU,Oral Roberts University,1,2022,False
Brooks Fowler,ORU,Oral Roberts University,1,2022,False
Cade Denton,ORU,Oral Roberts University,1,2022,False
Colten Weber,ORU,Oral Roberts University,1,2022,False
Evan Kowalski,ORU,Oral Roberts University,1,2022,True
Foster Roy,ORU,Oral Roberts University,1,2022,False
Isaac Coffey,ORU,Oral Roberts University,1,2022,True
Jacob Widener,ORU,Oral Roberts University,1,2022,False
Jakob Hall,ORU,Oral Roberts University,1,2022,False
Kaleb McCullough,ORU,Oral Roberts University,1,2022,False
Ledgend Smith,ORU,Oral Roberts University,1,2022,True
Reed Ronan,ORU,Oral Roberts University,1,2022,False
Sam Rainwater,ORU,Oral Roberts University,1,2022,False
Trey Wolf,ORU,Oral Roberts University,1,2022,False
Aaron Funk,OSU,Ohio State University,1,2022,False
Ethan Hammerberg,OSU,Ohio State University,1,2022,False
Garrett Peters,OSU,Ohio State University,1,2022,False
Gavin Bruni,OSU,Ohio State University,1,2022,False
Griffan Smith,OSU,Ohio State University,1,2022,False
Isaiah Coupet,OSU,Ohio State University,1,2022,True
Jacob Gehring,OSU,Ohio State University,1,2022,False
Jake Johnson,OSU,Ohio State University,1,2022,False
Mitch Milheim,OSU,Ohio State University,1,2022,False
Nate Haberthier,OSU,Ohio State University,1,2022,True
Nathan Karaffa,OSU,Ohio State University,1,2022,False
Nolan Clegg,OSU,Ohio State University,1,2022,False
T.J. Brock,OSU,Ohio State University,1,2022,False
Tim Baird,OSU,Ohio State University,1,2022,False
Trent Jones,OSU,Ohio State University,1,2022,False
Tyler Kean,OSU,Ohio State University,1,2022,False
Will Pfennig,OSU,Ohio State University,1,2022,False
Wyatt Loncar,OSU,Ohio State University,1,2022,True
Aaron Calhoun,OU,University of Oklahoma,1,2022,False
Ben Abram,OU,University of Oklahoma,1,2022,False
Braden Carmichael,OU,University of Oklahoma,1,2022,False
Brett Squires,OU,University of Oklahoma,1,2022,False
Cade Horton,OU,University of Oklahoma,1,2022,False
Carson Atwood,OU,University of Oklahoma,1,2022,False
Carter Campbell,OU,University of Oklahoma,1,2022,False
Chazz Martinez,OU,University of Oklahoma,1,2022,True
Colton Sundloff,OU,University of Oklahoma,1,2022,False
Creed Watkins,OU,University of Oklahoma,1,2022,False
David Sandlin,OU,University of Oklahoma,1,2022,True
Griffin Miller,OU,University of Oklahoma,1,2022,False
Jake Bennett,OU,University of Oklahoma,1,2022,True
Jaret Godman,OU,University of Oklahoma,1,2022,False
Javier Ramos,OU,University of Oklahoma,1,2022,False
Jett Lodes,OU,University of Oklahoma,1,2022,False
Keegan Allen,OU,University of Oklahoma,1,2022,False
Luc Fladda,OU,University of Oklahoma,1,2022,False
Luke Carrell,OU,University of Oklahoma,1,2022,False
Nicholas Andrews,OU,University of Oklahoma,1,2022,False
Trevin Michael,OU,University of Oklahoma,1,2022,True
Austin McKinney,PAC,Pacific University,1,2022,False
Caden Duke,PAC,Pacific University,1,2022,False
Daniel Barrera,PAC,Pacific University,1,2022,False
Dylan Pottgieser,PAC,Pacific University,1,2022,False
Elijah Birdsong,PAC,Pacific University,1,2022,True
Hunter Hayes,PAC,Pacific University,1,2022,True
Hunter Schilperoort,PAC,Pacific University,1,2022,False
Jackson Ertz,PAC,Pacific University,1,2022,False
Jackson Vaughan,PAC,Pacific University,1,2022,False
John Fortner,PAC,Pacific University,1,2022,False
Marvcus Guarin,PAC,Pacific University,1,2022,False
Michael Defelippi,PAC,Pacific University,1,2022,False
Nick Swanson,PAC,Pacific University,1,2022,False
Tyler Stout,PAC,Pacific University,1,2022,False
Zach Patterson,PAC,Pacific University,1,2022,True
Brendan Bean,PENN,University of Pennsylvania,1,2022,False
Brian Zeldin,PENN,University of Pennsylvania,1,2022,False
Bryce Mangene,PENN,University of Pennsylvania,1,2022,False
Carson Ozmer,PENN,University of Pennsylvania,1,2022,False
Cole Zaffiro,PENN,University of Pennsylvania,1,2022,True
Danny Heintz,PENN,University of Pennsylvania,1,2022,False
David Shoemaker,PENN,University of Pennsylvania,1,2022,False
Edward Sarti,PENN,University of Pennsylvania,1,2022,False
Eli Trop,PENN,University of Pennsylvania,1,2022,False
Joe Miller,PENN,University of Pennsylvania,1,2022,True
Kevin Eaise,PENN,University of Pennsylvania,1,2022,True
Nate Beal,PENN,University of Pennsylvania,1,2022,False
Noah Millikan,PENN,University of Pennsylvania,1,2022,False
Owen Coady,PENN,University of Pennsylvania,1,2022,True
Ryan Dromboski,PENN,University of Pennsylvania,1,2022,False
Sam Bennett,PENN,University of Pennsylvania,1,2022,False
Seth DeVries,PENN,University of Pennsylvania,1,2022,False
Will Tobin,PENN,University of Pennsylvania,1,2022,False
Bobby Christy,PEPP,Pepperdine University,1,2022,False
Brandon Llewellyn,PEPP,Pepperdine University,1,2022,True
Dane Morrow,PEPP,Pepperdine University,1,2022,False
Davis Luikart,PEPP,Pepperdine University,1,2022,False
Grant Georges,PEPP,Pepperdine University,1,2022,False
Hayden Walker,PEPP,Pepperdine University,1,2022,False
Jack Baird,PEPP,Pepperdine University,1,2022,False
Jack Chester,PEPP,Pepperdine University,1,2022,False
Jeremy Farraye,PEPP,Pepperdine University,1,2022,False
Josiah Castillo,PEPP,Pepperdine University,1,2022,False
Nathan Diamond,PEPP,Pepperdine University,1,2022,False
Shane Telfer,PEPP,Pepperdine University,1,2022,False
Trevor Hinkel,PEPP,Pepperdine University,1,2022,True
Trevor Kniskern,PEPP,Pepperdine University,1,2022,False
Tyler Murrah,PEPP,Pepperdine University,1,2022,False
Zach Chonkich,PEPP,Pepperdine University,1,2022,False
Alex Evenson,PFW,Purdue Fort Wayne,1,2022,False
Braxton Wilson,PFW,Purdue Fort Wayne,1,2022,False
Brendan Reid,PFW,Purdue Fort Wayne,1,2022,False
Brian Skelton,PFW,Purdue Fort Wayne,1,2022,False
Bryce Martens,PFW,Purdue Fort Wayne,1,2022,False
Dalton Madsen,PFW,Purdue Fort Wayne,1,2022,False
Enas Hayden,PFW,Purdue Fort Wayne,1,2022,False
JD Deany,PFW,Purdue Fort Wayne,1,2022,True
Jacob Myer,PFW,Purdue Fort Wayne,1,2022,True
Jarrett Bickel,PFW,Purdue Fort Wayne,1,2022,False
Justin Miller,PFW,Purdue Fort Wayne,1,2022,True
Kevin Fee,PFW,Purdue Fort Wayne,1,2022,False
Kyle Maurer,PFW,Purdue Fort Wayne,1,2022,False
Mike Madura,PFW,Purdue Fort Wayne,1,2022,False
Mitchell Spencer,PFW,Purdue Fort Wayne,1,2022,True
Rex Stills,PFW,Purdue Fort Wayne,1,2022,False
Ryan Robison,PFW,Purdue Fort Wayne,1,2022,False
Sam Assaf,PFW,Purdue Fort Wayne,1,2022,False
Baron Stuart,PITT,University of Pittsburgh,1,2022,True
Ben Dragani,PITT,University of Pittsburgh,1,2022,False
Billy Corcoran,PITT,University of Pittsburgh,1,2022,True
Brady Devereux,PITT,University of Pittsburgh,1,2022,False
CJ McKennitt,PITT,University of Pittsburgh,1,2022,False
Dylan Lester,PITT,University of Pittsburgh,1,2022,False
Hayden Summers,PITT,University of Pittsburgh,1,2022,False
Jonathan Bautista,PITT,University of Pittsburgh,1,2022,False
Kyle Demi,PITT,University of Pittsburgh,1,2022,False
Logan Evans,PITT,University of Pittsburgh,1,2022,True
Matt Gilbertson,PITT,University of Pittsburgh,1,2022,True
Quin Konuszewski,PITT,University of Pittsburgh,1,2022,False
Ryan Miller,PITT,University of Pittsburgh,1,2022,False
Tyler Kennedy,PITT,University of Pittsburgh,1,2022,False
Will Droll,PITT,University of Pittsburgh,1,2022,False
Brett Gillis,PORT,Portland State University,1,2022,True
Brock Gillis,PORT,Portland State University,1,2022,True
Caleb Franzen,PORT,Portland State University,1,2022,True
Connor Knutson,PORT,Portland State University,1,2022,False
Eli Morse,PORT,Portland State University,1,2022,True
Harrison Howell,PORT,Portland State University,1,2022,False
Joey Gartrell,PORT,Portland State University,1,2022,False
KJ Ruffo,PORT,Portland State University,1,2022,False
Liam Hatakenaka,PORT,Portland State University,1,2022,False
Nick Nygard,PORT,Portland State University,1,2022,False
Peter Allegro,PORT,Portland State University,1,2022,True
Ryan Rembisz,PORT,Portland State University,1,2022,False
Alex Flood,PRES,Presbyterian College,1,2022,False
Austin Kenyon,PRES,Presbyterian College,1,2022,False
Cade Owens,PRES,Presbyterian College,1,2022,False
Charlie McDaniel,PRES,Presbyterian College,1,2022,True
Clark Dearman,PRES,Presbyterian College,1,2022,False
Colbey Klepper,PRES,Presbyterian College,1,2022,False
Daniel Eagen,PRES,Presbyterian College,1,2022,True
Darien Rorabeck,PRES,Presbyterian College,1,2022,False
Duncan Howard,PRES,Presbyterian College,1,2022,True
Eric Toth,PRES,Presbyterian College,1,2022,False
Jordan Art,PRES,Presbyterian College,1,2022,False
Kyle Benson,PRES,Presbyterian College,1,2022,False
Logan Ymker,PRES,Presbyterian College,1,2022,False
Luke Matthews,PRES,Presbyterian College,1,2022,True
Ryan Folts,PRES,Presbyterian College,1,2022,False
Sean Hollister,PRES,Presbyterian College,1,2022,False
